epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,61.8847,0.52977,0.58058,0.99303,0.58244,0.56567,0.58881,0.40656,1.11876,2.11066,1.41726,0.0002872,0.0002872,0.0002872
74,62.498,0.57885,0.58225,0.99989,0.60158,0.56349,0.592,0.40788,1.14183,2.17406,1.45204,0.0002773,0.0002773,0.0002773
75,63.1044,0.54607,0.56221,0.9651,0.61177,0.56824,0.60302,0.40203,1.17149,2.13297,1.49746,0.0002674,0.0002674,0.0002674
76,63.717,0.55293,0.57565,0.96487,0.62403,0.57054,0.63736,0.41545,1.17391,2.03178,1.52119,0.0002575,0.0002575,0.0002575
77,64.3104,0.54217,0.555,0.98844,0.63825,0.59366,0.65746,0.44229,1.14859,1.87655,1.49548,0.0002476,0.0002476,0.0002476
78,64.912,0.53892,0.56479,0.97497,0.72707,0.55735,0.66231,0.45929,1.1325,1.79605,1.47078,0.0002377,0.0002377,0.0002377
79,65.5206,0.51588,0.53263,0.95228,0.6498,0.6002,0.66693,0.46515,1.12464,1.7612,1.45712,0.0002278,0.0002278,0.0002278
80,66.1683,0.54477,0.54233,0.97611,0.64541,0.59553,0.66712,0.47392,1.09408,1.73677,1.41983,0.0002179,0.0002179,0.0002179
81,66.8112,0.50479,0.52846,0.96268,0.62426,0.62338,0.67532,0.48438,1.0762,1.72784,1.4009,0.000208,0.000208,0.000208
82,67.4109,0.54435,0.56793,0.98264,0.60673,0.63492,0.67051,0.48432,1.06394,1.71942,1.38342,0.0001981,0.0001981,0.0001981
83,68.0207,0.53462,0.54487,0.98914,0.58084,0.65637,0.66744,0.48596,1.04699,1.7137,1.35812,0.0001882,0.0001882,0.0001882
84,68.71,0.50977,0.521,0.95037,0.61261,0.62539,0.66859,0.48818,1.0372,1.71269,1.35285,0.0001783,0.0001783,0.0001783
85,69.3145,0.52041,0.53039,0.98385,0.64663,0.61961,0.66968,0.49256,1.02991,1.69819,1.34727,0.0001684,0.0001684,0.0001684
86,69.9598,0.5191,0.54609,0.97023,0.65808,0.59478,0.67085,0.50211,1.03241,1.68988,1.34734,0.0001585,0.0001585,0.0001585
87,70.6043,0.53849,0.57123,0.9888,0.61889,0.63103,0.67675,0.50331,1.02224,1.6809,1.34095,0.0001486,0.0001486,0.0001486
88,71.2126,0.55147,0.56036,0.97653,0.69778,0.57748,0.68728,0.51347,1.02158,1.67885,1.34635,0.0001387,0.0001387,0.0001387
89,71.8118,0.46975,0.49146,0.95515,0.62715,0.67361,0.68968,0.51135,1.02063,1.66477,1.34711,0.0001288,0.0001288,0.0001288
90,72.4069,0.50964,0.51132,0.96499,0.67621,0.61127,0.69828,0.51368,1.02771,1.65369,1.35214,0.0001189,0.0001189,0.0001189
91,74.1208,0.44628,0.6406,0.90198,0.73952,0.56845,0.70039,0.50967,1.0228,1.63559,1.34874,0.000109,0.000109,0.000109
92,74.808,0.4397,0.59015,0.89223,0.81624,0.54745,0.70741,0.51465,1.01724,1.64559,1.3502,9.91e-05,9.91e-05,9.91e-05
93,75.5397,0.41994,0.53655,0.9204,0.74436,0.56845,0.69544,0.50779,1.02847,1.74464,1.35937,8.92e-05,8.92e-05,8.92e-05
94,76.2154,0.40779,0.48984,0.88388,0.78336,0.56395,0.69991,0.50493,1.03636,1.87189,1.37223,7.93e-05,7.93e-05,7.93e-05
95,76.8557,0.39765,0.48336,0.87167,0.77173,0.57254,0.68226,0.49962,1.04637,1.95387,1.38444,6.94e-05,6.94e-05,6.94e-05
96,77.4915,0.39633,0.48711,0.8883,0.79723,0.59372,0.6907,0.49444,1.04763,1.96985,1.38802,5.95e-05,5.95e-05,5.95e-05
97,78.1265,0.39602,0.48289,0.89924,0.77451,0.60209,0.69852,0.50076,1.04305,1.93497,1.38549,4.96e-05,4.96e-05,4.96e-05
98,78.7136,0.37203,0.44918,0.8478,0.78776,0.61093,0.69685,0.501,1.04236,1.88556,1.38403,3.97e-05,3.97e-05,3.97e-05
99,79.3931,0.38057,0.44912,0.86911,0.79118,0.6265,0.69996,0.50338,1.04687,1.83241,1.37939,2.98e-05,2.98e-05,2.98e-05
100,80.0209,0.38213,0.45082,0.8873,0.79326,0.63282,0.70267,0.50636,1.04359,1.78846,1.37357,1.99e-05,1.99e-05,1.99e-05
