frame_index,time_sec,class_id,class_name,confidence,xmin,ymin,xmax,ymax,preprocess_ms,inference_ms,postprocess_ms,end_to_end_fps
373,18.358,1,mouse,0.858209,222.57,11.09,398.30,99.14,2.509,25.586,3.084,21.010
374,18.398,1,mouse,0.971891,0.00,296.78,310.11,470.33,2.500,25.507,2.988,21.381
374,18.398,1,mouse,0.902876,220.16,5.00,399.24,92.65,2.500,25.507,2.988,21.381
375,18.460,1,mouse,0.961409,0.14,289.21,309.44,470.28,2.498,25.543,3.525,20.910
375,18.460,1,mouse,0.910364,178.92,0.25,399.44,83.61,2.498,25.543,3.525,20.910
376,18.501,1,mouse,0.970379,223.56,0.00,403.74,84.82,2.523,25.797,3.074,21.180
376,18.501,1,mouse,0.958533,0.10,289.45,308.45,470.08,2.523,25.797,3.074,21.180
377,18.560,1,mouse,0.971352,0.00,291.41,295.78,472.54,2.685,25.533,3.314,20.794
377,18.560,1,mouse,0.912604,170.41,0.12,390.10,87.70,2.685,25.533,3.314,20.794
378,18.601,1,mouse,0.966401,1.03,297.43,302.63,471.18,2.608,25.548,3.369,21.080
378,18.601,1,mouse,0.864786,205.30,1.94,390.29,89.69,2.608,25.548,3.369,21.080
379,18.658,1,mouse,0.979951,0.13,292.28,278.00,469.27,2.486,25.554,3.264,20.714
379,18.658,1,mouse,0.714239,197.67,5.41,380.20,92.28,2.486,25.554,3.264,20.714
380,18.698,1,mouse,0.964809,0.01,290.29,279.70,463.08,2.521,25.691,2.960,21.109
380,18.698,1,mouse,0.934246,150.08,2.01,369.70,90.00,2.521,25.691,2.960,21.109
381,18.761,1,mouse,0.951808,0.70,285.50,276.54,458.33,2.768,25.549,3.271,20.667
381,18.761,1,mouse,0.891906,151.94,0.00,369.39,83.83,2.768,25.549,3.271,20.667
382,18.801,1,mouse,0.947737,0.00,285.34,286.14,449.72,2.534,25.496,3.046,20.967
382,18.801,1,mouse,0.903677,185.05,0.00,369.13,83.85,2.534,25.496,3.046,20.967
383,18.859,1,mouse,0.916894,0.02,283.72,262.32,454.48,2.504,25.581,3.362,20.613
383,18.859,1,mouse,0.885013,138.45,0.13,356.26,83.91,2.504,25.581,3.362,20.613
384,18.900,1,mouse,0.937623,0.07,283.21,267.88,455.12,2.562,25.521,3.025,20.971
384,18.900,1,mouse,0.922898,168.91,0.00,353.28,83.98,2.562,25.521,3.025,20.971
385,18.959,1,mouse,0.963160,0.00,281.66,270.54,452.65,2.596,25.521,3.211,20.577
385,18.959,1,mouse,0.881636,175.72,0.00,359.53,82.25,2.596,25.521,3.211,20.577
386,19.001,1,mouse,0.956923,0.00,281.22,267.22,452.66,2.554,25.768,3.426,20.910
386,19.001,1,mouse,0.870602,151.94,0.29,361.67,79.49,2.554,25.768,3.426,20.910
387,19.059,1,mouse,0.857191,136.48,0.00,351.05,82.75,2.766,25.550,3.109,20.533
387,19.059,1,mouse,0.754954,0.68,279.33,246.09,454.60,2.766,25.550,3.109,20.533
388,19.098,1,mouse,0.889815,120.65,0.00,340.09,86.39,2.546,25.568,2.925,20.960
388,19.098,1,mouse,0.798356,0.51,280.76,235.92,452.24,2.546,25.568,2.925,20.960
389,19.161,1,mouse,0.949084,0.00,295.02,231.49,464.00,2.826,25.581,3.189,20.525
389,19.161,1,mouse,0.823889,114.06,2.31,328.37,91.90,2.826,25.581,3.189,20.525
389,19.161,1,mouse,0.405424,157.02,6.91,640.00,474.50,2.826,25.581,3.189,20.525
390,19.203,1,mouse,0.867829,132.06,10.07,326.68,98.97,3.496,25.748,3.091,20.759
390,19.203,1,mouse,0.849178,0.00,302.25,221.33,474.20,3.496,25.748,3.091,20.759
390,19.203,2,keyboard,0.264718,502.97,0.00,640.00,81.76,3.496,25.748,3.091,20.759
391,19.259,1,mouse,0.919856,125.40,12.19,312.09,101.08,2.522,25.571,3.286,20.480
391,19.259,1,mouse,0.917697,0.00,303.57,227.91,468.92,2.522,25.571,3.286,20.480
391,19.259,2,keyboard,0.304952,487.83,0.00,640.00,80.77,2.522,25.571,3.286,20.480
392,19.299,1,mouse,0.949158,0.00,299.83,196.70,469.25,2.577,25.526,3.050,20.866
392,19.299,1,mouse,0.878070,127.41,8.33,306.55,99.33,2.577,25.526,3.050,20.866
392,19.299,2,keyboard,0.278912,484.82,0.00,640.00,79.11,2.577,25.526,3.050,20.866
393,19.359,1,mouse,0.929705,0.00,294.37,183.19,466.39,2.716,25.596,3.273,20.465
393,19.359,1,mouse,0.761926,103.35,2.52,293.27,92.91,2.716,25.596,3.273,20.465
394,19.399,1,mouse,0.955460,0.00,301.33,181.40,470.49,2.520,25.559,3.332,20.893
394,19.399,1,mouse,0.918977,58.93,1.86,284.69,92.70,2.520,25.559,3.332,20.893
395,19.461,1,mouse,0.917836,0.00,305.57,196.37,472.36,2.741,25.580,3.273,20.480
395,19.461,1,mouse,0.826921,14.82,8.10,278.11,100.04,2.741,25.580,3.273,20.480
395,19.461,2,keyboard,0.426273,458.19,0.00,640.00,76.11,2.741,25.580,3.273,20.480
396,19.502,1,mouse,0.919806,94.88,6.47,279.18,100.33,2.523,25.558,3.036,20.773
396,19.502,1,mouse,0.895356,0.00,308.85,180.46,473.77,2.523,25.558,3.036,20.773
397,19.559,1,mouse,0.929821,0.00,318.07,168.34,475.64,2.515,25.537,3.117,20.465
397,19.559,1,mouse,0.812771,84.22,12.92,270.25,106.98,2.515,25.537,3.117,20.465
398,19.600,1,mouse,0.956250,0.00,323.76,173.61,473.62,2.531,25.524,2.979,20.868
398,19.600,1,mouse,0.852222,82.92,16.75,265.74,110.86,2.531,25.524,2.979,20.868
398,19.600,1,mouse,0.708643,153.99,70.58,640.00,473.51,2.531,25.524,2.979,20.868
399,19.664,1,mouse,0.940771,0.00,342.26,178.68,473.27,2.540,25.580,3.182,20.354
399,19.664,1,mouse,0.583094,80.78,34.57,263.64,128.42,2.540,25.580,3.182,20.354
399,19.664,1,mouse,0.272173,0.25,35.85,262.21,130.77,2.540,25.580,3.182,20.354
400,19.729,1,mouse,0.946233,0.00,360.23,177.54,473.07,2.571,25.526,3.626,19.872
400,19.729,1,mouse,0.903326,84.04,49.18,266.71,147.17,2.571,25.526,3.626,19.872
400,19.729,1,mouse,0.506718,141.25,0.00,640.00,473.10,2.571,25.526,3.626,19.872
401,19.770,1,mouse,0.936267,0.00,369.78,188.82,474.98,2.487,25.521,3.174,20.234
401,19.770,1,mouse,0.911600,80.82,58.79,265.25,155.16,2.487,25.521,3.174,20.234
402,19.828,1,mouse,0.955333,0.00,372.59,201.65,475.47,2.608,25.493,3.161,19.965
402,19.828,1,mouse,0.895382,94.20,64.00,272.98,160.43,2.608,25.493,3.161,19.965
402,19.828,1,mouse,0.307721,16.52,64.70,273.91,160.55,2.608,25.493,3.161,19.965
403,19.868,1,mouse,0.940629,0.00,373.69,197.63,475.22,2.603,25.526,3.116,20.378
403,19.868,1,mouse,0.890327,78.83,66.23,272.49,163.97,2.603,25.526,3.116,20.378
404,19.929,1,mouse,0.951890,0.00,377.86,193.44,475.55,2.763,25.500,3.236,20.030
404,19.929,1,mouse,0.893618,89.37,59.26,267.23,157.65,2.763,25.500,3.236,20.030
404,19.929,0,bottle,0.522618,211.11,0.00,430.02,90.10,2.763,25.500,3.236,20.030
404,19.929,1,mouse,0.480295,141.39,0.00,640.00,473.99,2.763,25.500,3.236,20.030
404,19.929,1,mouse,0.406089,12.21,61.28,265.87,157.33,2.763,25.500,3.236,20.030
405,19.971,1,mouse,0.953887,0.00,383.56,172.96,476.65,2.569,25.566,3.025,20.371
405,19.971,1,mouse,0.925858,42.69,67.77,265.82,166.13,2.569,25.566,3.025,20.371
406,20.027,1,mouse,0.950998,0.00,391.78,166.36,476.77,2.520,25.517,3.274,20.104
406,20.027,1,mouse,0.798602,48.66,70.02,254.57,170.69,2.520,25.517,3.274,20.104
406,20.027,0,bottle,0.283208,193.88,0.59,416.55,96.96,2.520,25.517,3.274,20.104
407,20.068,1,mouse,0.957223,0.00,391.12,146.96,476.67,2.541,25.772,2.984,20.499
407,20.068,1,mouse,0.891657,57.27,76.32,241.84,175.09,2.541,25.772,2.984,20.499
408,20.128,1,mouse,0.904434,0.00,408.97,140.93,476.19,2.522,25.604,3.318,20.156
408,20.128,1,mouse,0.600556,37.34,79.55,229.91,183.76,2.522,25.604,3.318,20.156
409,20.170,1,mouse,0.917587,0.00,410.52,134.19,476.23,2.529,25.536,3.039,20.468
409,20.170,1,mouse,0.839664,3.13,88.89,228.71,189.59,2.529,25.536,3.039,20.468
409,20.170,1,mouse,0.352467,404.09,0.00,638.86,107.17,2.529,25.536,3.039,20.468
409,20.170,2,keyboard,0.255319,57.20,0.00,639.46,477.53,2.529,25.536,3.039,20.468
410,20.228,1,mouse,0.956495,20.59,101.13,212.47,203.29,2.788,25.509,3.125,20.169
410,20.228,1,mouse,0.809966,0.00,425.87,117.20,477.57,2.788,25.509,3.125,20.169
410,20.228,1,mouse,0.657558,388.13,0.00,628.35,119.08,2.788,25.509,3.125,20.169
411,20.270,1,mouse,0.949639,20.50,99.45,209.39,199.39,2.543,25.547,3.347,20.507
411,20.270,1,mouse,0.865149,0.00,425.90,114.12,477.92,2.543,25.547,3.347,20.507
411,20.270,1,mouse,0.820092,385.89,0.00,626.27,116.20,2.543,25.547,3.347,20.507
412,20.328,1,mouse,0.935021,15.23,93.61,205.28,197.85,2.492,25.547,3.320,20.202
412,20.328,1,mouse,0.827841,0.00,426.93,109.46,478.90,2.492,25.547,3.320,20.202
412,20.328,1,mouse,0.718962,381.97,0.00,622.44,105.46,2.492,25.547,3.320,20.202
413,20.369,1,mouse,0.858380,12.68,99.02,202.62,201.19,2.532,25.755,2.928,20.551
413,20.369,1,mouse,0.289941,381.05,0.00,623.79,106.22,2.532,25.755,2.928,20.551
414,20.426,1,mouse,0.907502,14.05,111.19,204.15,220.01,2.496,25.559,3.216,20.240
415,20.465,1,mouse,0.894827,30.12,131.31,214.56,233.52,2.497,25.611,3.008,20.739
416,20.527,1,mouse,0.803100,37.02,151.55,227.44,260.27,2.846,25.459,3.440,20.300
417,20.567,1,mouse,0.870735,23.50,157.84,234.54,262.29,2.529,25.714,3.007,20.759
418,20.627,1,mouse,0.907126,63.45,152.42,260.80,257.50,2.608,25.540,3.134,20.367
419,20.669,1,mouse,0.846047,75.77,151.77,263.43,251.08,2.556,25.570,3.290,20.741
420,20.727,1,mouse,0.933325,87.09,129.80,267.07,233.50,2.526,25.533,3.219,20.383
421,20.765,,,,,,,,2.571,25.538,1.470,20.885
422,20.829,2,keyboard,0.751778,91.81,89.53,635.82,475.80,2.845,25.518,3.349,20.421
422,20.829,2,keyboard,0.293214,0.00,111.88,59.92,474.19,2.845,25.518,3.349,20.421
423,20.871,2,keyboard,0.847110,21.24,98.83,627.64,475.07,2.553,25.525,3.094,20.724
424,20.929,1,mouse,0.350683,0.00,114.95,626.82,480.00,2.671,25.565,3.359,20.404
424,20.929,0,bottle,0.308439,501.18,0.00,640.00,113.60,2.671,25.565,3.359,20.404
425,20.972,2,keyboard,0.821141,0.00,129.83,620.50,477.94,2.520,25.580,3.081,20.674
425,20.972,1,mouse,0.346322,171.08,95.65,319.81,171.11,2.520,25.580,3.081,20.674
425,20.972,0,bottle,0.340466,503.45,0.00,640.00,112.52,2.520,25.580,3.081,20.674
425,20.972,2,keyboard,0.265761,0.00,103.53,155.99,466.78,2.520,25.580,3.081,20.674
426,21.029,2,keyboard,0.697225,0.00,146.55,640.00,480.00,2.713,25.582,3.135,20.367
426,21.029,2,keyboard,0.641100,0.00,97.68,122.45,412.13,2.713,25.582,3.135,20.367
426,21.029,1,mouse,0.557233,138.47,86.51,327.95,171.37,2.713,25.582,3.135,20.367
426,21.029,1,mouse,0.477762,513.57,0.00,640.00,95.56,2.713,25.582,3.135,20.367
427,21.072,2,keyboard,0.541171,0.00,78.36,640.00,480.00,2.495,25.763,3.180,20.634
427,21.072,1,mouse,0.473459,517.26,0.00,640.00,95.54,2.495,25.763,3.180,20.634
427,21.072,1,mouse,0.388618,131.34,82.03,331.49,164.29,2.495,25.763,3.180,20.634
428,21.128,1,mouse,0.834281,121.63,73.10,329.13,165.73,2.514,25.573,3.194,20.357
428,21.128,2,keyboard,0.634077,0.00,111.95,640.00,480.00,2.514,25.573,3.194,20.357
429,21.170,1,mouse,0.895416,126.06,71.22,331.44,169.03,2.621,25.581,2.978,20.714
429,21.170,2,keyboard,0.815371,0.00,139.34,638.72,480.00,2.621,25.581,2.978,20.714
430,21.228,1,mouse,0.865065,130.59,64.88,329.21,176.01,2.697,25.533,3.176,20.352
430,21.228,2,keyboard,0.595596,0.00,184.06,634.04,480.00,2.697,25.533,3.176,20.352
431,21.269,1,mouse,0.919720,132.09,62.64,329.30,174.89,2.539,25.751,2.840,20.688
431,21.269,2,keyboard,0.811362,0.00,172.99,639.66,480.00,2.539,25.751,2.840,20.688
432,21.328,1,mouse,0.929648,131.44,62.99,332.58,174.60,2.529,25.616,3.356,20.350
432,21.328,2,keyboard,0.846580,0.00,181.06,639.67,480.00,2.529,25.616,3.356,20.350
433,21.369,2,keyboard,0.942846,0.00,173.75,635.11,480.00,2.525,25.570,2.920,20.702
433,21.369,1,mouse,0.605533,128.73,59.34,330.98,170.51,2.525,25.570,2.920,20.702
434,21.428,2,keyboard,0.974239,0.00,177.82,631.89,479.86,2.554,25.527,3.145,20.358
434,21.428,1,mouse,0.692302,128.11,58.25,330.63,168.52,2.554,25.527,3.145,20.358
435,21.470,2,keyboard,0.964143,0.00,171.31,633.29,479.87,2.537,25.569,3.205,20.664
435,21.470,1,mouse,0.885882,106.23,54.58,332.52,163.89,2.537,25.569,3.205,20.664
435,21.470,1,mouse,0.265973,0.00,67.72,93.44,173.46,2.537,25.569,3.205,20.664
436,21.529,2,keyboard,0.945814,0.00,164.43,635.01,480.00,2.498,25.494,3.230,20.345
436,21.529,1,mouse,0.867047,129.88,49.80,336.57,161.08,2.498,25.494,3.230,20.345
437,21.570,2,keyboard,0.953284,0.00,173.68,636.86,480.00,2.613,25.549,3.022,20.640
437,21.570,1,mouse,0.731140,120.92,49.34,340.46,160.47,2.613,25.549,3.022,20.640
438,21.628,2,keyboard,0.965554,0.00,175.88,632.53,479.97,2.523,25.555,3.285,20.323
438,21.628,1,mouse,0.869724,138.20,49.08,347.72,163.01,2.523,25.555,3.285,20.323
439,21.670,2,keyboard,0.967229,0.00,178.90,633.46,477.34,2.504,25.548,3.008,20.658
439,21.670,1,mouse,0.908709,137.62,51.41,346.72,166.31,2.504,25.548,3.008,20.658
440,21.729,1,mouse,0.958953,146.46,61.19,347.67,170.00,2.592,25.546,3.327,20.318
440,21.729,2,keyboard,0.958047,0.00,187.53,634.88,477.29,2.592,25.546,3.327,20.318
441,21.770,1,mouse,0.961087,144.68,61.05,348.35,176.35,2.506,25.527,3.098,20.631
441,21.770,2,keyboard,0.940336,0.00,188.08,633.07,476.68,2.506,25.527,3.098,20.631
442,21.828,2,keyboard,0.940171,0.00,212.24,635.18,476.07,2.575,25.547,3.221,20.316
442,21.828,1,mouse,0.923598,143.98,73.43,349.91,184.95,2.575,25.547,3.221,20.316
443,21.871,2,keyboard,0.929002,0.00,216.11,626.80,474.75,2.517,25.583,3.268,20.626
443,21.871,1,mouse,0.888283,138.22,76.93,344.87,188.23,2.517,25.583,3.268,20.626
444,21.928,2,keyboard,0.911133,0.00,215.24,632.77,474.48,2.496,25.546,3.185,20.315
444,21.928,1,mouse,0.899948,134.06,75.87,339.58,186.13,2.496,25.546,3.185,20.315
445,21.970,2,keyboard,0.916062,0.00,212.81,633.09,476.27,2.591,25.774,3.000,20.613
445,21.970,1,mouse,0.906477,132.42,75.74,334.40,183.83,2.591,25.774,3.000,20.613
446,22.028,2,keyboard,0.924245,0.00,212.32,633.04,478.34,2.498,25.571,2.995,20.303
446,22.028,1,mouse,0.890823,142.69,66.85,346.01,178.34,2.498,25.571,2.995,20.303
446,22.028,2,keyboard,0.283959,0.05,81.69,109.48,200.39,2.498,25.571,2.995,20.303
447,22.071,1,mouse,0.957621,156.85,64.17,359.90,170.77,2.795,25.548,3.045,20.624
447,22.071,2,keyboard,0.940642,0.00,189.46,633.11,480.00,2.795,25.548,3.045,20.624
447,22.071,0,bottle,0.288784,541.81,0.00,639.35,74.72,2.795,25.548,3.045,20.624
448,22.128,1,mouse,0.933818,124.14,48.34,363.58,157.71,2.510,25.534,3.380,20.299
448,22.128,2,keyboard,0.721851,0.00,186.64,638.60,480.00,2.510,25.534,3.380,20.299
449,22.169,2,keyboard,0.946310,0.00,169.95,636.32,480.00,2.521,25.537,3.063,20.644
449,22.169,1,mouse,0.923511,145.82,46.45,378.51,156.92,2.521,25.537,3.063,20.644
450,22.228,2,keyboard,0.881594,0.00,179.96,635.73,479.27,2.514,25.559,3.123,20.312
450,22.228,1,mouse,0.819417,203.78,50.85,394.60,159.60,2.514,25.559,3.123,20.312
451,22.270,2,keyboard,0.954374,0.00,175.67,637.11,479.95,2.556,25.561,3.208,20.664
451,22.270,1,mouse,0.898195,160.76,43.69,405.80,154.04,2.556,25.561,3.208,20.664
452,22.330,2,keyboard,0.949245,0.00,173.59,635.68,479.16,3.234,25.499,3.106,20.293
452,22.330,1,mouse,0.903864,171.91,44.95,411.65,155.20,3.234,25.499,3.106,20.293
452,22.330,1,mouse,0.327754,604.54,0.00,639.94,47.23,3.234,25.499,3.106,20.293
453,22.372,2,keyboard,0.944151,0.00,174.08,636.23,477.99,2.545,25.727,2.992,20.555
453,22.372,1,mouse,0.933866,193.28,44.92,412.23,154.68,2.545,25.727,2.992,20.555
453,22.372,1,mouse,0.547562,604.10,0.00,639.88,46.48,2.545,25.727,2.992,20.555
454,22.428,2,keyboard,0.935175,0.00,144.81,636.28,479.48,2.519,25.584,3.211,20.298
454,22.428,1,mouse,0.929439,208.78,38.55,410.14,146.98,2.519,25.584,3.211,20.298
455,22.470,2,keyboard,0.945834,0.00,165.17,636.74,479.33,2.533,25.543,2.996,20.646
455,22.470,1,mouse,0.929344,200.74,40.58,407.51,145.86,2.533,25.543,2.996,20.646
455,22.470,1,mouse,0.592875,600.77,0.00,639.92,51.24,2.533,25.543,2.996,20.646
456,22.533,2,keyboard,0.897702,0.00,151.89,640.00,479.29,2.532,25.586,3.436,20.189
456,22.533,1,mouse,0.862749,218.38,44.46,424.98,151.72,2.532,25.586,3.436,20.189
457,22.598,2,keyboard,0.938313,0.00,169.63,638.58,479.15,2.556,25.524,3.526,19.726
457,22.598,1,mouse,0.924123,170.39,46.54,411.72,153.92,2.556,25.524,3.526,19.726
457,22.598,1,mouse,0.524320,604.46,0.88,639.92,56.99,2.556,25.524,3.526,19.726
458,22.641,1,mouse,0.952570,199.76,47.45,407.92,156.07,2.772,25.535,3.184,20.012
458,22.641,2,keyboard,0.929688,0.00,173.99,637.11,479.80,2.772,25.535,3.184,20.012
458,22.641,1,mouse,0.607483,601.37,0.69,639.98,58.93,2.772,25.535,3.184,20.012
459,22.696,1,mouse,0.910331,194.27,45.11,410.54,152.62,2.506,25.496,3.215,19.826
459,22.696,2,keyboard,0.903660,0.00,68.89,636.71,478.93,2.506,25.496,3.215,19.826
460,22.739,1,mouse,0.922777,206.63,43.93,415.65,152.08,2.548,25.768,2.903,20.185
460,22.739,2,keyboard,0.832054,0.00,99.07,633.33,479.32,2.548,25.768,2.903,20.185
461,22.796,1,mouse,0.956961,206.38,40.17,411.57,148.80,2.516,25.538,3.032,19.916
461,22.796,2,keyboard,0.854823,0.00,30.97,634.67,479.01,2.516,25.538,3.032,19.916
462,22.837,1,mouse,0.934080,217.43,44.59,420.34,153.39,2.563,25.536,2.956,20.309
462,22.837,2,keyboard,0.842406,0.00,0.00,636.61,480.00,2.563,25.536,2.956,20.309
463,22.896,1,mouse,0.903296,222.43,54.97,423.78,161.47,2.522,25.543,3.127,19.996
463,22.896,2,keyboard,0.775296,0.00,20.03,635.97,478.41,2.522,25.543,3.127,19.996
464,22.937,2,keyboard,0.878392,0.00,23.81,640.00,479.59,2.535,25.745,2.955,20.376
464,22.937,1,mouse,0.844895,220.23,58.69,425.16,165.77,2.535,25.745,2.955,20.376
465,22.997,1,mouse,0.949449,229.80,63.31,433.19,167.09,2.678,25.604,3.282,20.046
465,22.997,2,keyboard,0.803236,0.00,34.55,629.35,478.69,2.678,25.604,3.282,20.046
466,23.039,1,mouse,0.891671,224.42,53.80,440.88,155.23,2.530,25.782,3.207,20.369
466,23.039,2,keyboard,0.817713,0.00,28.43,638.01,478.40,2.530,25.782,3.207,20.369
467,23.097,1,mouse,0.864920,223.38,52.00,457.24,159.10,2.693,25.543,3.063,20.098
467,23.097,2,keyboard,0.850143,0.00,59.18,638.73,477.73,2.693,25.543,3.063,20.098
468,23.140,1,mouse,0.877082,237.50,54.52,453.99,158.88,2.587,25.748,2.978,20.363
468,23.140,2,keyboard,0.768091,0.00,33.99,637.85,477.74,2.587,25.748,2.978,20.363
468,23.140,1,mouse,0.406402,0.00,135.37,22.74,191.59,2.587,25.748,2.978,20.363
468,23.140,2,keyboard,0.259887,390.66,0.00,634.77,86.42,2.587,25.748,2.978,20.363
469,23.195,1,mouse,0.959301,255.52,62.06,456.92,165.46,2.517,25.542,3.130,20.116
469,23.195,2,keyboard,0.734082,0.00,30.35,638.53,477.83,2.517,25.542,3.130,20.116
470,23.237,1,mouse,0.890340,252.71,57.30,454.33,160.71,2.545,25.760,3.016,20.526
470,23.237,2,keyboard,0.802041,0.00,40.05,639.51,477.69,2.545,25.760,3.016,20.526
470,23.237,1,mouse,0.310067,0.00,131.76,22.54,200.90,2.545,25.760,3.016,20.526
471,23.298,1,mouse,0.898795,257.32,56.89,465.79,158.67,2.739,25.569,3.305,20.155
471,23.298,2,keyboard,0.789788,0.00,32.86,637.06,477.92,2.739,25.569,3.305,20.155
471,23.298,1,mouse,0.425764,0.10,133.49,36.84,222.09,2.739,25.569,3.305,20.155
472,23.341,1,mouse,0.916679,250.90,52.12,463.14,155.17,2.521,25.723,2.991,20.430
472,23.341,2,keyboard,0.831045,0.00,4.73,635.76,479.48,2.521,25.723,2.991,20.430
472,23.341,1,mouse,0.473013,0.00,129.76,31.98,198.85,2.521,25.723,2.991,20.430
473,23.396,1,mouse,0.946486,255.42,57.92,458.40,159.56,2.536,25.598,3.140,20.180
473,23.396,2,keyboard,0.830090,0.00,25.54,637.87,477.88,2.536,25.598,3.140,20.180
473,23.396,1,mouse,0.518965,0.00,128.91,32.64,192.02,2.536,25.598,3.140,20.180
474,23.439,1,mouse,0.899794,249.01,60.54,449.84,162.49,2.529,25.730,3.214,20.500
474,23.439,2,keyboard,0.780768,0.00,34.73,637.09,477.98,2.529,25.730,3.214,20.500
474,23.439,1,mouse,0.470278,0.02,128.92,20.27,188.96,2.529,25.730,3.214,20.500
475,23.497,1,mouse,0.911667,233.85,62.44,440.04,164.44,2.642,25.503,3.151,20.199
475,23.497,2,keyboard,0.834091,0.00,23.09,636.40,478.07,2.642,25.503,3.151,20.199
476,23.538,1,mouse,0.884221,197.45,62.72,428.20,164.79,2.653,25.583,2.980,20.514
476,23.538,2,keyboard,0.807633,0.00,18.00,631.29,478.42,2.653,25.583,2.980,20.514
477,23.596,1,mouse,0.959818,233.26,69.24,430.28,171.41,2.509,25.522,3.046,20.222
477,23.596,2,keyboard,0.897969,0.00,88.23,634.62,477.73,2.509,25.522,3.046,20.222
478,23.638,1,mouse,0.932256,237.70,73.93,437.78,175.40,2.591,25.568,2.973,20.555
478,23.638,2,keyboard,0.800256,0.00,119.95,634.00,478.03,2.591,25.568,2.973,20.555
478,23.638,1,mouse,0.257306,376.94,0.66,615.36,112.26,2.591,25.568,2.973,20.555
479,23.698,1,mouse,0.962044,238.46,84.09,437.10,184.51,2.684,25.584,3.312,20.209
479,23.698,2,keyboard,0.887694,0.00,100.95,635.76,477.61,2.684,25.584,3.312,20.209
479,23.698,1,mouse,0.395008,0.06,148.91,18.87,206.28,2.684,25.584,3.312,20.209
479,23.698,1,mouse,0.324137,0.00,136.33,19.45,226.46,2.684,25.584,3.312,20.209
480,23.740,1,mouse,0.960073,238.29,81.53,432.32,182.66,2.484,25.544,3.035,20.486
480,23.740,2,keyboard,0.901922,0.00,47.72,633.71,478.02,2.484,25.544,3.035,20.486
481,23.796,1,mouse,0.965645,230.97,79.08,428.79,179.45,2.660,25.513,3.118,20.226
481,23.796,2,keyboard,0.887502,0.00,52.10,627.32,477.73,2.660,25.513,3.118,20.226
482,23.838,1,mouse,0.947625,226.32,75.18,423.64,175.00,2.580,25.594,3.179,20.565
482,23.838,2,keyboard,0.869330,0.00,31.50,630.33,477.78,2.580,25.594,3.179,20.565
483,23.896,1,mouse,0.941506,204.81,66.77,403.63,168.15,2.504,25.535,3.085,20.251
483,23.896,2,keyboard,0.869223,1.99,41.90,636.20,480.00,2.504,25.535,3.085,20.251
484,23.963,1,mouse,0.946082,204.05,64.83,398.13,167.71,2.600,45.557,6.259,19.738
484,23.963,2,keyboard,0.904007,0.00,102.70,638.55,478.04,2.600,45.557,6.259,19.738
485,24.010,2,keyboard,0.834508,0.00,30.98,639.02,478.73,4.476,23.777,7.279,19.852
485,24.010,1,mouse,0.765380,157.88,72.12,370.97,174.87,4.476,23.777,7.279,19.852
486,24.072,1,mouse,0.913355,108.90,68.68,342.41,171.10,2.309,32.582,3.527,19.493
486,24.072,2,keyboard,0.896105,0.00,89.10,640.00,480.00,2.309,32.582,3.527,19.493
487,24.140,1,mouse,0.967318,128.46,64.54,320.67,167.12,2.339,29.277,4.650,19.060
487,24.140,2,keyboard,0.929584,0.00,179.67,639.49,479.50,2.339,29.277,4.650,19.060
488,24.204,1,mouse,0.945713,112.24,72.90,313.27,175.47,2.391,28.537,5.764,18.705
488,24.204,2,keyboard,0.915778,0.00,193.23,640.00,479.73,2.391,28.537,5.764,18.705
489,24.253,1,mouse,0.961474,117.14,70.10,312.13,172.21,2.253,29.304,5.920,18.802
489,24.253,2,keyboard,0.947294,0.00,184.81,639.58,479.41,2.253,29.304,5.920,18.802
489,24.253,1,mouse,0.377053,497.44,0.37,640.00,102.89,2.253,29.304,5.920,18.802
490,24.293,1,mouse,0.956297,113.05,70.60,311.20,172.56,2.071,22.767,4.481,19.335
490,24.293,2,keyboard,0.929053,0.00,182.73,640.00,478.97,2.071,22.767,4.481,19.335
491,24.330,1,mouse,0.941887,112.25,61.52,310.39,164.96,2.116,21.288,2.907,20.130
491,24.330,2,keyboard,0.564112,0.00,10.03,632.31,480.00,2.116,21.288,2.907,20.130
492,24.394,1,mouse,0.955751,100.15,49.60,297.31,155.21,2.423,21.835,3.306,19.726
492,24.394,2,keyboard,0.916197,0.00,171.95,635.93,480.00,2.423,21.835,3.306,19.726
492,24.394,2,keyboard,0.378953,481.70,0.00,640.00,90.45,2.423,21.835,3.306,19.726
493,24.431,1,mouse,0.936100,99.95,47.69,297.06,150.76,2.328,21.182,2.999,20.365
493,24.431,2,keyboard,0.904675,0.00,171.48,633.83,477.56,2.328,21.182,2.999,20.365
494,24.493,1,mouse,0.946492,109.64,38.59,301.84,144.42,2.382,21.669,3.199,19.962
494,24.493,2,keyboard,0.919168,0.00,169.27,633.36,480.00,2.382,21.669,3.199,19.962
494,24.493,2,keyboard,0.613551,487.08,0.00,640.00,73.11,2.382,21.669,3.199,19.962
495,24.530,1,mouse,0.949930,108.72,36.37,306.39,141.08,2.335,21.101,2.958,20.590
495,24.530,2,keyboard,0.925512,2.02,159.10,636.97,480.00,2.335,21.101,2.958,20.590
496,24.594,1,mouse,0.928917,111.64,30.33,309.56,134.13,2.616,22.977,3.306,20.106
496,24.594,2,keyboard,0.918659,0.00,145.60,639.58,480.00,2.616,22.977,3.306,20.106
