frame_index,time_sec,class_id,class_name,confidence,xmin,ymin,xmax,ymax,preprocess_ms,inference_ms,postprocess_ms,end_to_end_fps
1314,65.717,,,,,,,,2.695,25.832,1.555,19.475
1315,65.764,,,,,,,,2.721,25.534,1.635,19.622
1316,65.819,0,bottle,0.557688,587.46,101.81,640.00,475.14,2.889,25.482,3.096,19.507
1317,65.866,0,bottle,0.669722,585.25,75.40,640.00,477.24,2.571,25.514,3.031,19.667
1318,65.919,1,mouse,0.385192,0.00,0.00,345.63,471.39,2.555,25.520,3.403,19.604
1318,65.919,1,mouse,0.308371,0.61,0.00,186.63,468.46,2.555,25.520,3.403,19.604
1319,65.964,,,,,,,,2.607,25.526,1.516,19.836
1320,66.017,,,,,,,,2.641,25.532,1.628,19.764
1321,66.065,1,mouse,0.347323,495.58,211.65,639.76,474.86,2.532,25.499,3.108,19.807
1322,66.117,,,,,,,,2.984,25.490,1.567,19.792
1323,66.164,,,,,,,,2.607,25.516,1.507,19.919
1324,66.219,1,mouse,0.944012,0.00,0.00,532.38,460.70,2.780,25.518,3.232,19.767
1325,66.266,1,mouse,0.426388,1.62,0.00,603.84,472.64,2.550,25.486,3.013,19.896
1325,66.266,1,mouse,0.412081,132.86,381.53,320.59,477.74,2.550,25.486,3.013,19.896
1326,66.319,1,mouse,0.847872,521.99,194.39,639.16,306.09,2.724,25.493,3.346,19.806
1326,66.319,1,mouse,0.371349,158.97,357.28,325.89,475.19,2.724,25.493,3.346,19.806
1327,66.364,,,,,,,,2.658,25.504,1.479,20.029
1328,66.416,,,,,,,,2.729,25.545,1.587,19.940
1329,66.468,1,mouse,0.441737,0.00,0.00,631.89,424.26,2.857,25.487,3.383,19.928
1330,66.519,1,mouse,0.603557,357.98,316.00,578.03,475.53,2.710,25.507,3.088,19.878
1331,66.566,0,bottle,0.606098,369.08,381.59,467.31,479.92,2.516,25.506,3.431,19.975
1332,66.617,,,,,,,,2.706,25.515,1.539,19.975
1333,66.662,,,,,,,,2.645,25.519,1.465,20.061
1334,66.716,,,,,,,,2.882,25.519,1.710,19.960
1335,66.763,,,,,,,,2.832,25.465,1.607,20.061
1336,66.815,,,,,,,,2.609,25.433,1.756,19.976
1337,66.871,1,mouse,0.910089,540.43,382.77,640.00,479.45,3.260,25.811,3.437,19.792
1338,66.934,,,,,,,,2.662,26.861,1.445,19.428
1339,66.971,,,,,,,,2.678,25.454,1.399,20.116
1340,67.031,,,,,,,,2.570,25.484,1.602,19.755
1341,67.066,,,,,,,,2.626,25.518,1.487,20.521
1342,67.133,,,,,,,,2.762,25.797,1.678,20.027
1343,67.169,,,,,,,,2.682,25.536,1.536,20.652
1344,67.231,,,,,,,,2.528,25.458,1.665,20.211
1345,67.267,,,,,,,,2.662,25.499,1.533,20.922
1346,67.332,,,,,,,,3.048,25.419,1.725,20.393
1347,67.369,,,,,,,,2.641,25.689,1.542,21.016
1348,67.431,,,,,,,,2.586,25.557,1.641,20.535
1349,67.468,,,,,,,,2.594,25.505,1.719,21.174
1350,67.532,,,,,,,,2.821,25.847,1.525,20.638
1351,67.568,,,,,,,,2.752,25.559,1.625,21.271
1352,67.634,1,mouse,0.300032,6.10,0.00,460.49,453.90,2.568,25.579,3.490,20.682
1353,67.670,,,,,,,,2.621,25.520,1.512,21.293
1354,67.731,,,,,,,,3.058,25.485,1.670,20.805
1355,67.767,,,,,,,,2.704,25.493,1.497,21.470
1356,67.833,,,,,,,,2.760,27.528,1.690,20.865
1357,67.869,,,,,,,,2.714,25.474,1.510,21.490
1358,67.932,,,,,,,,3.141,25.455,1.742,20.951
1359,67.968,,,,,,,,2.747,25.494,1.515,21.585
1360,68.034,1,mouse,0.546061,6.47,0.00,479.68,453.83,2.589,25.587,3.546,20.967
1361,68.073,1,mouse,0.352510,6.80,0.00,500.41,447.78,2.684,25.453,3.040,21.397
1362,68.134,1,mouse,0.401225,0.00,0.00,527.09,433.36,2.891,25.439,3.317,20.912
1363,68.174,1,mouse,0.539640,0.00,0.00,521.82,435.07,2.577,25.744,4.335,21.293
1364,68.234,1,mouse,0.657327,0.70,0.00,508.89,422.36,2.917,25.516,3.373,20.839
1365,68.274,1,mouse,0.430855,0.72,0.00,499.91,399.05,2.512,25.503,3.096,21.330
1365,68.274,1,mouse,0.297349,0.00,0.00,414.36,467.02,2.512,25.503,3.096,21.330
1366,68.331,,,,,,,,2.556,25.557,1.501,20.917
1367,68.367,,,,,,,,2.666,25.489,1.437,21.547
1368,68.432,,,,,,,,2.766,25.799,1.623,20.956
1369,68.468,,,,,,,,2.639,25.475,1.504,21.529
1370,68.533,,,,,,,,3.015,25.416,1.743,20.968
1371,68.577,,,,,,,,2.668,25.736,1.531,21.176
1372,68.646,,,,,,,,2.627,25.519,1.734,20.526
1373,68.720,,,,,,,,3.035,33.329,1.857,19.851
1374,68.769,,,,,,,,3.066,33.572,2.030,19.874
1375,68.818,,,,,,,,3.034,33.661,1.767,19.880
1376,68.864,,,,,,,,2.867,33.722,1.596,20.018
1377,68.917,,,,,,,,2.876,33.773,1.612,19.916
1378,68.967,0,bottle,0.355047,569.75,10.20,640.00,393.45,2.875,33.772,3.421,19.943
1379,69.009,1,mouse,0.376903,0.06,284.61,116.81,469.66,2.206,24.766,2.774,20.314
1380,69.044,,,,,,,,2.173,22.847,1.443,21.131
1381,69.111,0,bottle,0.731757,496.18,0.00,639.82,477.51,2.574,25.771,3.189,20.511
1382,69.151,1,mouse,0.273392,483.44,0.00,640.00,475.98,2.572,25.556,2.925,20.981
1383,69.213,0,bottle,0.788962,486.54,0.00,640.00,457.84,2.528,25.519,3.571,20.530
1383,69.213,1,mouse,0.265267,0.00,0.00,185.51,304.52,2.528,25.519,3.571,20.530
1384,69.253,0,bottle,0.465354,494.25,44.91,640.00,462.55,2.480,25.555,3.057,20.882
1385,69.313,1,mouse,0.521863,0.35,0.00,176.06,446.65,2.503,25.556,3.231,20.516
1385,69.313,1,mouse,0.489661,457.24,0.00,640.00,465.90,2.503,25.556,3.231,20.516
1385,69.313,0,bottle,0.288757,456.28,0.00,639.43,470.62,2.503,25.556,3.231,20.516
1386,69.353,1,mouse,0.495752,0.00,0.00,176.14,355.25,2.506,25.556,3.090,20.844
1387,69.411,1,mouse,0.413153,0.19,307.68,58.68,475.69,2.485,25.515,3.003,20.513
1388,69.452,1,mouse,0.307706,0.11,0.00,149.94,480.00,2.591,25.796,2.881,20.882
1389,69.512,1,mouse,0.454977,0.00,0.00,146.87,365.78,2.806,25.549,3.040,20.471
1389,69.512,1,mouse,0.422473,0.00,300.13,98.27,476.01,2.806,25.549,3.040,20.471
1390,69.553,1,mouse,0.571100,0.34,0.19,172.73,426.41,2.583,25.520,2.972,20.853
1390,69.553,0,bottle,0.379881,427.53,0.00,636.12,468.15,2.583,25.520,2.972,20.853
1391,69.610,,,,,,,,2.841,25.561,1.823,20.519
1392,69.651,0,bottle,0.658890,426.44,0.00,630.31,478.86,2.498,25.538,3.104,20.925
1393,69.707,,,,,,,,2.592,25.547,1.537,20.539
1394,69.748,1,mouse,0.754444,0.14,0.00,151.72,480.00,2.886,25.519,2.954,21.028
1395,69.812,1,mouse,0.788284,0.00,364.03,74.98,480.00,2.738,25.883,2.995,20.507
1395,69.812,1,mouse,0.714048,0.00,0.00,142.44,420.75,2.738,25.883,2.995,20.507
1396,69.853,0,bottle,0.303347,336.96,4.10,562.66,479.60,2.566,25.516,3.117,20.859
1397,69.912,0,bottle,0.466359,303.53,45.90,520.54,472.64,2.520,25.539,3.229,20.497
1397,69.912,1,mouse,0.324014,0.00,358.01,29.80,477.89,2.520,25.539,3.229,20.497
1398,69.953,0,bottle,0.303999,295.66,51.20,497.42,405.89,2.562,25.556,2.957,20.881
1399,70.012,1,mouse,0.400135,497.89,290.12,619.93,393.10,2.794,25.520,3.338,20.480
1400,70.053,,,,,,,,2.498,25.726,1.563,20.845
1401,70.125,0,bottle,0.589263,297.79,59.98,488.70,472.90,2.760,25.846,3.313,20.173
1402,70.192,1,mouse,0.788204,469.96,305.77,585.68,399.61,2.659,27.321,3.658,19.668
1402,70.192,0,bottle,0.348760,283.39,72.58,472.30,408.81,2.659,27.321,3.658,19.668
1403,70.234,1,mouse,0.876881,475.53,302.90,593.41,397.32,2.679,25.959,3.175,19.991
1404,70.287,0,bottle,0.367343,289.81,71.93,468.71,460.27,2.697,25.510,3.072,19.861
1405,70.327,0,bottle,0.873471,280.64,67.02,466.71,399.53,2.541,25.738,2.966,20.326
1405,70.327,1,mouse,0.678606,464.51,289.88,583.62,382.60,2.541,25.738,2.966,20.326
1406,70.387,0,bottle,0.862888,273.55,54.44,459.63,462.35,2.502,25.588,3.123,19.989
1407,70.428,1,mouse,0.930352,449.90,272.31,575.77,367.75,2.618,25.524,2.963,20.437
1407,70.428,0,bottle,0.312068,271.55,49.68,451.59,463.73,2.618,25.524,2.963,20.437
1408,70.488,0,bottle,0.849478,284.16,73.36,467.13,387.87,2.520,25.570,3.266,20.082
1409,70.529,1,mouse,0.668995,469.21,270.52,594.53,363.04,2.607,25.509,2.972,20.473
1409,70.529,0,bottle,0.598313,294.28,63.67,472.92,406.19,2.607,25.509,2.972,20.473
1410,70.589,1,mouse,0.915911,485.51,270.63,606.17,364.38,2.798,25.532,3.246,20.117
1410,70.589,0,bottle,0.680630,320.36,65.76,486.71,465.00,2.798,25.532,3.246,20.117
1411,70.631,1,mouse,0.684493,488.42,269.07,610.82,361.28,2.561,25.656,3.389,20.458
1411,70.631,1,mouse,0.563831,0.04,335.30,40.50,434.12,2.561,25.656,3.389,20.458
1411,70.631,0,bottle,0.557951,327.31,74.30,489.40,473.27,2.561,25.656,3.389,20.458
1411,70.631,1,mouse,0.431486,0.21,335.35,66.97,436.62,2.561,25.656,3.389,20.458
1412,70.687,1,mouse,0.793948,493.71,270.03,612.57,361.77,2.479,25.534,3.215,20.173
1412,70.687,0,bottle,0.662704,330.08,76.97,493.70,473.77,2.479,25.534,3.215,20.173
1413,70.728,0,bottle,0.882062,333.48,75.93,496.02,472.46,2.568,25.518,2.939,20.601
1413,70.728,1,mouse,0.471958,493.90,269.95,612.05,360.61,2.568,25.518,2.939,20.601
1413,70.728,0,bottle,0.470171,200.75,81.99,292.90,326.13,2.568,25.518,2.939,20.601
1414,70.788,0,bottle,0.818655,344.23,77.29,499.47,473.77,2.705,25.542,3.122,20.222
1414,70.788,1,mouse,0.668821,499.31,264.56,616.56,353.77,2.705,25.542,3.122,20.222
1415,70.829,0,bottle,0.867762,346.33,77.17,499.42,475.16,2.510,25.548,2.977,20.613
1415,70.829,1,mouse,0.792814,498.39,261.61,615.23,347.60,2.510,25.548,2.977,20.613
1416,70.888,0,bottle,0.793155,353.69,68.11,506.37,469.20,2.508,25.583,3.164,20.265
1416,70.888,1,mouse,0.747766,504.88,257.72,620.09,344.66,2.508,25.583,3.164,20.265
1417,70.927,1,mouse,0.812937,505.67,255.13,619.24,337.36,2.600,25.514,2.917,20.683
1417,70.927,0,bottle,0.807010,353.41,71.67,505.35,398.26,2.600,25.514,2.917,20.683
1418,70.992,0,bottle,0.915043,350.18,56.41,508.33,442.06,2.522,25.562,3.516,20.192
1418,70.992,1,mouse,0.881928,504.78,250.10,619.89,334.77,2.522,25.562,3.516,20.192
1419,71.058,0,bottle,0.903213,358.02,64.73,505.44,463.04,2.779,25.654,3.291,19.724
1419,71.058,1,mouse,0.857121,502.88,255.91,617.25,339.00,2.779,25.654,3.291,19.724
1420,71.100,0,bottle,0.877158,353.74,68.23,503.55,458.49,2.565,25.689,3.256,20.067
1420,71.100,1,mouse,0.876227,501.60,256.01,615.12,339.16,2.565,25.689,3.256,20.067
1420,71.100,0,bottle,0.700997,220.13,65.43,312.60,309.88,2.565,25.689,3.256,20.067
1421,71.155,0,bottle,0.749888,346.54,77.27,498.13,356.51,2.474,25.490,3.173,19.859
1422,71.195,0,bottle,0.877955,350.06,80.33,495.55,469.72,2.727,25.754,2.952,20.316
1423,71.258,0,bottle,0.745018,336.28,96.12,484.13,399.63,2.958,25.498,3.209,19.904
1424,71.298,0,bottle,0.892563,330.55,102.61,482.51,473.15,2.517,25.495,3.175,20.355
1425,71.357,0,bottle,0.947017,319.67,111.31,461.01,475.30,2.515,25.526,3.569,20.069
1425,71.357,1,mouse,0.679927,457.03,289.66,567.36,370.31,2.515,25.526,3.569,20.069
1426,71.398,0,bottle,0.877328,296.20,115.93,465.28,475.44,2.510,25.560,3.052,20.436
1426,71.398,1,mouse,0.416876,0.25,340.91,38.94,464.73,2.510,25.560,3.052,20.436
1427,71.455,0,bottle,0.659114,266.21,138.44,437.94,472.60,2.559,25.530,3.126,20.143
1428,71.494,0,bottle,0.324068,265.43,146.00,429.60,442.80,2.604,25.546,2.939,20.608
1429,71.555,0,bottle,0.838508,256.79,162.78,400.61,469.47,2.513,25.540,3.158,20.217
1429,71.555,1,mouse,0.398945,396.63,333.37,504.80,411.81,2.513,25.540,3.158,20.217
1430,71.594,0,bottle,0.921886,245.92,169.81,395.16,436.73,2.547,25.526,2.975,20.698
1431,71.658,0,bottle,0.739348,240.59,174.73,385.94,466.96,2.892,25.531,3.597,20.255
1431,71.658,1,mouse,0.600597,382.33,349.63,492.59,429.22,2.892,25.531,3.597,20.255
1431,71.658,0,bottle,0.341807,120.68,112.90,198.58,390.63,2.892,25.531,3.597,20.255
1432,71.698,0,bottle,0.724427,238.16,192.08,381.70,456.53,3.242,25.532,3.010,20.573
1433,71.757,0,bottle,0.549936,242.63,202.17,384.39,473.78,2.730,25.616,3.543,20.270
1433,71.757,1,mouse,0.506467,381.65,361.13,491.96,439.96,2.730,25.616,3.543,20.270
1433,71.757,0,bottle,0.397842,120.92,150.38,204.79,401.10,2.730,25.616,3.543,20.270
1434,71.797,0,bottle,0.553111,241.33,194.16,385.99,423.95,2.492,25.546,3.126,20.663
1434,71.797,1,mouse,0.504237,380.89,356.89,492.95,432.97,2.492,25.546,3.126,20.663
1435,71.855,0,bottle,0.927578,243.52,192.12,392.87,455.00,2.535,25.522,3.259,20.332
1436,71.894,0,bottle,0.895285,251.18,184.44,391.20,440.78,2.603,25.532,2.971,20.794
1437,71.956,0,bottle,0.912817,248.63,173.14,395.77,431.57,2.783,25.498,3.245,20.375
1438,71.996,0,bottle,0.882465,253.11,161.25,399.61,421.16,2.566,25.491,3.077,20.768
1438,71.996,1,mouse,0.740425,395.83,326.98,506.16,402.14,2.566,25.491,3.077,20.768
1439,72.056,0,bottle,0.934659,270.36,153.25,413.78,412.69,2.794,25.527,3.318,20.382
1439,72.056,1,mouse,0.649864,411.54,319.38,521.57,397.70,2.794,25.527,3.318,20.382
1440,72.096,0,bottle,0.900623,269.21,145.56,412.45,406.25,2.663,25.500,3.016,20.777
1441,72.155,0,bottle,0.904191,269.82,138.08,419.98,396.91,2.698,25.609,3.523,20.395
1441,72.155,1,mouse,0.351839,414.91,306.10,527.03,379.59,2.698,25.609,3.523,20.395
1442,72.195,0,bottle,0.947407,280.31,121.50,428.31,475.33,2.548,25.492,3.046,20.851
1443,72.256,0,bottle,0.958505,285.81,108.93,428.06,470.71,2.804,25.521,3.170,20.446
1444,72.296,0,bottle,0.916808,289.64,102.10,438.11,467.91,2.544,25.521,2.993,20.860
1445,72.356,0,bottle,0.902080,300.66,96.08,448.65,452.46,2.763,25.504,3.298,20.451
1445,72.356,1,mouse,0.890970,445.13,274.62,562.70,356.98,2.763,25.504,3.298,20.451
1446,72.397,0,bottle,0.944986,303.15,94.46,457.86,465.73,2.519,25.684,2.972,20.807
1446,72.397,1,mouse,0.279143,0.66,325.87,62.65,413.63,2.519,25.684,2.972,20.807
1447,72.456,1,mouse,0.878335,472.41,273.22,591.15,359.11,2.496,25.591,3.164,20.456
1447,72.456,0,bottle,0.832480,325.47,84.65,474.93,466.69,2.496,25.591,3.164,20.456
1448,72.496,0,bottle,0.828710,328.03,83.49,477.70,468.31,2.579,25.538,3.012,20.825
1448,72.496,1,mouse,0.682073,473.81,277.33,593.25,359.22,2.579,25.538,3.012,20.825
1449,72.556,0,bottle,0.810716,344.08,93.17,502.77,376.23,2.791,25.571,3.520,20.428
1450,72.598,0,bottle,0.898171,341.70,96.59,497.15,388.45,2.537,25.643,3.216,20.778
1450,72.598,1,mouse,0.764865,0.00,356.42,97.49,476.84,2.537,25.643,3.216,20.778
1450,72.598,1,mouse,0.290682,495.89,296.37,616.41,383.13,2.537,25.643,3.216,20.778
1451,72.655,1,mouse,0.885015,500.46,306.54,625.79,393.08,2.566,25.566,3.141,20.440
1451,72.655,0,bottle,0.301701,348.06,111.35,501.11,431.41,2.566,25.566,3.141,20.440
1452,72.696,1,mouse,0.894678,501.43,310.50,627.70,396.49,2.706,25.580,3.109,20.823
1452,72.696,0,bottle,0.845695,343.34,111.92,504.64,393.44,2.706,25.580,3.109,20.823
1453,72.754,0,bottle,0.756054,343.28,114.91,510.37,458.55,2.699,25.528,3.200,20.435
1453,72.754,1,mouse,0.278780,0.22,371.77,105.10,472.11,2.699,25.528,3.200,20.435
1454,72.794,0,bottle,0.723412,356.52,116.22,522.50,432.52,2.529,25.737,2.906,20.907
1454,72.794,1,mouse,0.404074,519.09,316.39,640.00,403.82,2.529,25.737,2.906,20.907
1455,72.856,1,mouse,0.888721,518.35,320.60,638.97,410.09,2.648,25.501,3.414,20.470
1455,72.856,0,bottle,0.783808,359.66,118.38,520.84,471.70,2.648,25.501,3.414,20.470
1456,72.896,1,mouse,0.771353,519.07,318.81,639.41,408.15,2.501,25.469,2.955,20.844
1456,72.896,0,bottle,0.763294,357.66,113.30,520.63,466.62,2.501,25.469,2.955,20.844
1457,72.956,0,bottle,0.870212,357.25,100.34,525.01,395.81,2.751,25.551,3.335,20.453
1457,72.956,1,mouse,0.779927,521.21,306.49,639.51,399.11,2.751,25.551,3.335,20.453
1458,72.996,0,bottle,0.878259,345.78,96.12,523.51,419.65,2.768,25.531,3.005,20.862
1458,72.996,1,mouse,0.822075,521.58,302.74,639.54,395.21,2.768,25.531,3.005,20.862
1459,73.055,0,bottle,0.891334,352.72,76.39,525.21,467.90,2.545,25.536,3.158,20.487
1459,73.055,1,mouse,0.866262,520.16,285.27,639.42,376.76,2.545,25.536,3.158,20.487
1460,73.096,0,bottle,0.802201,362.95,68.92,526.56,374.16,2.555,25.556,3.238,20.858
1460,73.096,1,mouse,0.775704,523.86,282.44,639.33,371.55,2.555,25.556,3.238,20.858
1461,73.157,1,mouse,0.871977,527.34,273.20,640.00,364.67,2.769,25.503,3.199,20.464
1461,73.157,0,bottle,0.552910,352.12,54.03,526.09,470.30,2.769,25.503,3.199,20.464
1462,73.197,0,bottle,0.905782,354.05,55.36,529.69,469.06,2.538,25.487,2.957,20.810
1462,73.197,1,mouse,0.670397,531.27,275.14,640.00,368.20,2.538,25.487,2.957,20.810
1463,73.255,0,bottle,0.914836,356.61,49.90,538.39,465.68,2.713,25.526,3.169,20.451
1463,73.255,1,mouse,0.525621,535.39,270.32,640.00,366.82,2.713,25.526,3.169,20.451
1464,73.296,0,bottle,0.893531,363.54,47.23,540.38,473.85,2.570,25.712,2.961,20.866
1464,73.296,1,mouse,0.851490,538.98,269.13,640.00,366.04,2.570,25.712,2.961,20.866
1465,73.356,0,bottle,0.836050,348.96,32.86,530.40,471.32,2.772,25.618,3.408,20.449
1465,73.356,1,mouse,0.832602,528.50,258.76,639.55,350.22,2.772,25.618,3.408,20.449
1466,73.397,0,bottle,0.901168,354.28,28.25,537.28,454.09,2.543,25.556,3.059,20.889
1466,73.397,1,mouse,0.744214,534.53,253.30,640.00,346.06,2.543,25.556,3.059,20.889
1467,73.455,0,bottle,0.806978,365.02,18.09,548.33,461.92,2.542,25.533,3.172,20.499
1468,73.497,0,bottle,0.885756,368.44,13.67,543.91,455.54,2.547,25.769,3.034,20.878
1468,73.497,1,mouse,0.421302,541.74,247.41,640.00,338.48,2.547,25.769,3.034,20.878
1468,73.497,0,bottle,0.337383,249.40,68.15,358.89,315.43,2.547,25.769,3.034,20.878
1469,73.555,0,bottle,0.917855,368.39,14.96,551.68,434.87,2.808,25.512,3.161,20.482
1470,73.595,0,bottle,0.953512,371.72,0.00,557.68,466.74,2.684,25.534,2.956,20.892
1471,73.656,0,bottle,0.952076,378.57,10.16,564.68,432.77,2.813,25.497,3.135,20.489
1472,73.696,0,bottle,0.932805,390.74,7.73,580.26,446.44,2.624,25.488,3.022,20.890
1473,73.756,0,bottle,0.941185,418.94,8.23,597.69,457.45,2.586,25.584,3.428,20.487
1473,73.756,1,mouse,0.279146,0.00,0.00,238.16,384.20,2.586,25.584,3.428,20.487
1474,73.799,0,bottle,0.898192,426.23,15.56,602.33,437.19,2.548,25.538,3.164,20.759
1474,73.799,1,mouse,0.355873,598.12,241.10,639.99,341.45,2.548,25.538,3.164,20.759
1475,73.861,0,bottle,0.937243,442.97,11.88,624.39,437.98,2.857,25.562,3.640,20.296
1475,73.861,1,mouse,0.308821,0.62,0.00,260.76,398.82,2.857,25.562,3.640,20.296
1476,73.924,0,bottle,0.918776,448.36,9.83,634.64,458.59,2.615,25.537,3.342,19.852
1477,73.965,1,mouse,0.752114,1.18,0.00,283.59,440.97,2.551,25.679,3.132,20.245
1477,73.965,0,bottle,0.729165,461.42,10.09,640.00,471.18,2.551,25.679,3.132,20.245
1478,74.023,0,bottle,0.809668,497.74,37.80,640.00,385.22,2.732,25.522,3.186,19.943
1478,74.023,1,mouse,0.625405,0.00,0.00,321.10,446.40,2.732,25.522,3.186,19.943
1479,74.062,1,mouse,0.631794,0.00,0.00,332.30,444.38,2.569,25.536,3.017,20.431
1480,74.123,1,mouse,0.899630,3.67,0.00,371.97,474.46,2.852,25.511,3.383,20.049
1480,74.123,0,bottle,0.850621,574.81,106.42,640.00,441.28,2.852,25.511,3.383,20.049
1481,74.162,1,mouse,0.783903,0.79,0.00,396.52,477.47,2.589,25.696,2.954,20.546
1481,74.162,0,bottle,0.610339,593.46,131.75,640.00,480.00,2.589,25.696,2.954,20.546
1482,74.222,0,bottle,0.358515,619.88,307.13,639.94,478.69,2.638,25.565,3.476,20.170
1483,74.257,,,,,,,,2.487,25.585,1.655,20.849
1484,74.319,,,,,,,,2.833,25.507,1.618,20.399
1485,74.355,,,,,,,,2.589,25.514,1.501,21.154
1486,74.419,,,,,,,,2.514,25.455,1.643,20.614
1487,74.454,,,,,,,,2.627,25.481,1.473,21.312
1488,74.520,,,,,,,,2.570,26.015,1.705,20.729
1489,74.558,1,mouse,0.379171,3.51,0.00,640.00,480.00,2.656,25.688,2.940,21.219
1490,74.624,1,mouse,0.591110,1.09,0.00,636.43,467.41,3.098,25.550,3.482,20.660
1491,74.663,1,mouse,0.534398,1.84,0.00,632.87,462.76,2.637,25.531,3.299,21.104
1492,74.721,1,mouse,0.466482,0.62,0.00,635.29,439.48,2.711,25.484,3.238,20.703
1493,74.760,1,mouse,0.354248,0.36,0.00,632.60,435.32,2.520,25.731,3.355,21.161
1494,74.823,1,mouse,0.782137,0.00,0.00,633.34,424.77,2.919,26.835,3.258,20.647
1495,74.863,1,mouse,0.827697,0.00,0.00,634.59,426.90,3.189,25.566,3.266,21.075
1496,74.922,1,mouse,0.798621,0.00,0.00,635.19,398.80,3.095,25.442,2.994,20.683
1497,74.960,1,mouse,0.899712,0.00,0.00,636.29,392.37,2.551,25.523,3.027,21.200
1498,75.022,1,mouse,0.681390,0.00,0.00,635.08,366.85,2.937,25.525,3.150,20.709
1499,75.060,1,mouse,0.727163,0.00,0.00,635.28,375.50,2.561,25.518,3.043,21.218
1500,75.122,1,mouse,0.602172,0.00,0.00,637.03,327.47,2.902,25.495,3.347,20.732
1501,75.160,1,mouse,0.432423,0.00,0.00,635.04,293.18,2.564,25.735,3.066,21.232
1502,75.222,1,mouse,0.536836,0.00,0.00,631.80,373.09,2.505,25.511,3.569,20.757
1503,75.260,1,mouse,0.421428,0.00,0.00,635.23,417.17,2.530,25.545,3.281,21.240
1504,75.321,1,mouse,0.792054,0.00,0.00,631.34,367.52,2.810,25.425,3.360,20.750
1505,75.359,1,mouse,0.690046,0.00,0.00,631.57,373.72,2.620,25.488,3.016,21.271
1506,75.421,1,mouse,0.950581,0.00,0.00,629.84,410.83,2.572,25.498,3.433,20.778
1507,75.459,1,mouse,0.829686,0.00,0.00,635.26,418.48,2.606,25.699,3.135,21.295
1508,75.521,1,mouse,0.809350,0.00,0.00,637.87,401.48,2.994,25.451,3.322,20.776
1509,75.559,1,mouse,0.806580,0.00,0.00,625.17,358.77,2.614,25.517,3.115,21.311
1510,75.623,1,mouse,0.504272,0.00,0.00,633.29,321.14,2.908,25.497,3.506,20.797
1511,75.661,1,mouse,0.305316,0.00,0.00,633.92,306.59,2.669,25.500,3.059,21.265
1512,75.722,1,mouse,0.465640,0.00,0.00,627.35,295.62,2.989,25.500,3.324,20.787
1513,75.761,1,mouse,0.368325,0.00,0.00,635.52,299.03,2.583,25.528,2.990,21.278
1514,75.821,,,,,,,,2.964,25.477,1.621,20.852
1515,75.857,,,,,,,,2.621,25.496,1.508,21.430
1516,75.921,,,,,,,,3.120,25.489,1.663,20.878
1517,75.958,,,,,,,,2.698,25.515,1.500,21.449
1518,76.020,,,,,,,,3.072,25.631,1.713,20.904
1519,76.057,,,,,,,,2.864,25.504,1.618,21.504
1520,76.119,,,,,,,,2.526,25.489,1.587,20.979
1521,76.155,,,,,,,,2.531,25.502,1.493,21.586
1522,76.220,,,,,,,,2.556,26.636,1.688,20.983
1523,76.257,,,,,,,,2.729,25.465,1.507,21.586
1524,76.324,,,,,,,,2.598,25.932,1.630,20.934
1525,76.390,,,,,,,,2.959,28.326,1.434,20.328
1526,76.428,,,,,,,,2.535,25.408,1.561,21.050
1527,76.490,,,,,,,,2.634,25.467,1.620,20.614
1528,76.533,,,,,,,,2.796,25.497,1.696,20.803
1529,76.597,,,,,,,,2.636,25.513,1.642,20.291
1530,76.635,,,,,,,,2.622,25.685,1.483,20.836
1531,76.699,,,,,,,,3.002,25.994,1.799,20.353
1532,76.737,,,,,,,,2.663,25.506,1.514,20.872
1533,76.798,,,,,,,,2.945,25.446,1.623,20.454
1534,76.837,,,,,,,,2.581,25.528,1.496,20.987
1535,76.898,,,,,,,,2.554,25.506,2.005,20.525
1536,76.938,,,,,,,,2.687,25.507,1.470,20.987
1537,77.001,,,,,,,,2.546,25.704,1.604,20.455
1538,77.068,,,,,,,,2.693,27.489,1.751,19.915
1539,77.107,,,,,,,,2.988,25.664,1.628,20.446
1540,77.170,,,,,,,,3.128,25.684,1.812,20.093
1541,77.208,,,,,,,,2.612,25.469,1.522,20.436
1542,77.269,1,mouse,0.919763,0.00,0.00,636.77,460.98,2.723,25.841,3.238,20.091
1543,77.308,,,,,,,,2.559,25.532,1.520,20.612
1544,77.366,,,,,,,,2.562,25.541,1.562,20.280
1545,77.408,1,mouse,0.484432,3.03,0.00,640.00,467.01,2.581,25.593,3.039,20.633
1546,77.467,1,mouse,0.420948,3.62,0.00,639.06,480.00,2.802,25.496,3.197,20.225
1547,77.507,1,mouse,0.260125,0.09,0.00,153.47,480.00,2.652,25.523,2.965,20.673
1548,77.568,1,mouse,0.918556,0.90,10.70,272.79,472.00,2.836,25.496,3.273,20.270
1548,77.568,1,mouse,0.485984,0.00,0.00,365.54,446.19,2.836,25.496,3.273,20.270
1549,77.606,1,mouse,0.942891,0.00,2.18,408.75,471.75,2.619,25.531,3.093,20.697
1550,77.667,1,mouse,0.619799,0.99,73.73,277.66,473.21,2.500,25.563,3.469,20.339
1551,77.706,,,,,,,,2.587,25.523,1.501,20.904
1552,77.767,2,keyboard,0.480690,0.18,89.92,485.91,439.36,2.612,25.451,3.158,20.436
1553,77.805,,,,,,,,2.542,25.720,1.773,20.953
